product_id,product_name,category,subcategory,vendor_id
112, Product 112 ,Kitchen,Decor,251
113,Product 113,home-office,Games,42
114,Product 114,Automotive,Books,274
115,Product 115,Fashion,Desks,41
116, Product 116 ,Fashion,Car Care,359
117,Product 117,Kitchen,Phones,466
118,Product 118,Sports,Snacks,286
119,Product 119,Automotive,Snacks,342
120,Product 120,Fashion,Shoes,127
121, Product 121 ,Home Office,Shoes,142
122,Product 122,Beauty,Decor,369
123,Product 123,Automotive,Phones,323
124, Product 124 ,Grocery,Skincare,345
125,Product  125,Automotive,Shoes,461
126,Product 126,Automotive,Chairs,298
127,Product 127,Grocery,Phones,226
128,Product 128,Automotive,Games,241
129, Product 129 ,Beauty,Books,282
130,Product  130,Fashion,Phones,483
131,Product  131,Fashion,Chairs,205
132,Product 132,home-office,Snacks,439
133,Product 133,Sports,Shoes,218
134,Product 134,Sports,Decor,31
135,Product 135,Fashion,Shoes,287
136, Product 136 ,home-office,Snacks,373
137,Product 137,Fashion,Snacks,174
138,Product  138,Kitchen,Laptops,282
139,Product 139,electronics,Books,274
140,Product 140,Kitchen,Snacks,215
141,Product 141,Books,Decor,259
142,Product 142,electronics,Laptops,463
143,Product 143,Toys,Games,325
144,Product 144,Home Office,Car Care,438
145,Product 145,Fashion,Decor,349
146,Product 146,electrnics,Skincare,311
147,Product 147,Kitchen,Decor,305
148,Product 148,Sports,Cookware,262
149,Product  149,Grocery,Shoes,414
150,Product 150,Fashion,Shoes,252
151,Product 151,Automotive,Games,269
152,Product 152,Fashion,Fitness,400
153,Product 153,electronics,Shoes,370
154,Product 154,electronics,Fitness,156
155,Product 155,Books,Fitness,54
156,Product 156,electronics,Phones,461
157,Product 157,Fashion,Laptops,147
158,Product 158,Home Office,Fitness,392
159,Product 159,Grocery,Laptops,168
160,Product 160,electronics,Books,137
161, Product 161 ,Fashion,Desks,50
162,Product 162,Home Office,Shoes,153
163,Product 163,Fashion,Laptops,7
164,Product 164,Fashion,Snacks,121
165,Product 165,electronics,Games,208
166,Product 166,Sports,Cookware,447
167, Product 167 ,Kitchen,Laptops,251
168,Product 168,Kitchen,Desks,211
169,Product 169,Home Office,Fitness,132
170,Product  170,home-office,Snacks,410
171,Product 171,Kitchen,Games,48
172,Product 172,electronics,Car Care,245
173, Product 173 ,Books,Chairs,100
174,Product  174,Books,Shoes,75
175,Product 175,Sports,Cookware,174
176,Product 176,Fashion,Decor,349
177,Product 177,Fashion,Books,499
178,Product 178,Toys,Cookware,226
179,Product 179,Toys,Cookware,281
180, Product 180 ,Fashion,Games,85
181,Product  181,Fashion,Shoes,448
182,Product 182,Automotive,Phones,84
183,Product 183,electronics,Skincare,38
184,Product 184,electronics,Desks,222
185,Product 185,Grocery,Chairs,452
186, Product 186 ,Sports,Chairs,258
187,Product 187,Fashion,Laptops,364
188,Product 188,Toys,Storage,263
189,Product 189,Beauty,Phones,461
190,Product 190,Beauty,Fitness,56
191,Product  191,Automotive,Desks,259
192,Product 192,Kitchen,Games,247
193,Product 193,Home Office,Desks,455
194, Product 194 ,Automotive,Shoes,222
195,Product 195,Fashion,Chairs,300
196,Product 196,electronics,Shoes,211
197,Product 197,Home Office,Books,497
198,Product  198,electronics,Desks,201
199,Product 199,Fashion,Car Care,17
200,Product 200,electronics,Skincare,428
201,Product 201,Home Office,Skincare,353
202, Product 202 ,Beauty,Snacks,480
203,Product 203,Sports,Games,251
204,Product 204,Fashion,Chairs,196
205,Product 205,electronics,Fitness,335
206,Product 206,Home Office,Desks,88
207,Product  207,Home Office,Laptops,303
208,Product 208,Fashion,Desks,362
209,Product  209,Home Office,Skincare,124
210,Product 210,Sports,Laptops,391
211,Product 211,Grocery,Desks,370
212,Product 212,Fashion,Decor,199
213,Product 213,electronics,Skincare,433
214,Product 214,Sports,Shoes,252
215,Product  215,home-office,Books,294
216,Product 216,electronics,Storage,189
217,Product 217,Automotive,Cookware,211
218,Product 218,Kitchen,Desks,84
219,Product 219,Kitchen,Laptops,287
220,Product 220,Beauty,Desks,111
221,Product 221,Sports,Storage,406
222,Product 222,Automotive,Fitness,176
223,Product 223,Fashion,Phones,158
224,Product 224,electronics,Storage,276
225,Product 225,Sports,Fitness,88
226,Product 226,Sports,Shoes,98
227,Product 227,Fashion,Laptops,27
228,Product 228,Grocery,Storage,118
229,Product 229,Home Office,Shoes,295
230,Product 230,Books,Phones,101
231,Product 231,electronics,Cookware,33
232, Product 232 ,Grocery,Car Care,59
233,Product  233,Grocery,Phones,261
234,Product 234,Kitchen,Storage,100
235,Product 235,Home Office,Books,413
236,Product 236,Fashion,Fitness,383
237, Product 237 ,electronics,Phones,351
238,Product 238,Kitchen,Cookware,470
239,Product 239,Books,Books,393
240,Product 240,Toys,Games,138
241,Product  241,Automotive,Decor,26
242,Product 242,Beauty,Phones,66
243,Product 243,electronics,Fitness,168
244,Product 244,electronics,Decor,140
245, Product 245 ,Fashion,Shoes,343
246, Product 246 ,Home Office,Shoes,262
247,Product 247,Fashion,Phones,197
248,Product  248,Sports,Skincare,8
249, Product 249 ,Sports,Decor,341
250,Product 250,Fashion,Cookware,144
251,Product 251,Fashion,Decor,478
252,Product 252,Home Office,Shoes,140
253,Product 253,Grocery,Shoes,432
254,Product 254,Home Office,Car Care,465
255,Product 255,Sports,Car Care,491
256,Product 256,Books,Phones,251
257,Product 257,Beauty,Storage,390
258,Product 258,,Skincare,166
259,Product 259,Automotive,Games,32
260,Product 260,Sports,Desks,474
261,Product 261,Books,Laptops,264
262,Product  262,Fashion,Games,421
263,Product 263,Home Office,Desks,67
264,Product 264,Kitchen,Phones,299
265, Product 265 ,electronics,Cookware,90
266,Product 266,Fashion,Laptops,94
267,Product 267,Home Office,Fitness,190
268,Product 268,electronics,Books,315
269, Product 269 ,Toys,Games,143
270,Product 270,Sports,Skincare,314
271,Product 271,,Car Care,100
272,Product 272,Home Office,Games,80
273,Product 273,electronics,Car Care,154
274,Product 274,Fashion,Storage,448
275,Product 275,Grocery,Chairs,288
276, Product 276 ,Fashion,Chairs,329
277,Product 277,electronics,Cookware,236
278,Product 278,Toys,Storage,249
279, Product 279 ,Fashion,Decor,281
280,Product 280,electronics,Shoes,129
281, Product 281 ,Home Office,Decor,16
282, Product 282 ,Automotive,Phones,447
283,Product 283,Beauty,Car Care,485
284,Product 284,Beauty,Cookware,261
285,Product 285,electronics,Car Care,176
286,Product 286,electronics,Skincare,240
287, Product 287 ,home-office,Shoes,421
288,Product 288,electronics,Storage,467
289,Product 289,Sports,Snacks,147
290,Product 290,Beauty,Decor,337
291,Product 291,Kitchen,Desks,48
292,Product 292,Fashion,Fitness,393
293,Product 293,electronics,Shoes,437
294,Product 294,Toys,Fitness,18
295, Product 295 ,Fashion,Books,195
296,Product 296,Books,Decor,75
297,Product 297,Fashion,Phones,452
298,Product  298,Sports,Desks,295
299, Product 299 ,Fashion,Phones,487
300,Product 300,Beauty,Skincare,427
301,Product 301,Toys,Laptops,429
302,Product 302,Home Office,Games,85
303,Product  303,Grocery,Chairs,416
304,Product  304,Automotive,Skincare,83
305,Product 305,Sports,Phones,164
306,Product  306,Automotive,Cookware,329
307, Product 307 ,Grocery,Phones,464
308,Product 308,Beauty,Cookware,364
309,Product  309,Toys,Books,64
310,Product 310,electronics,Chairs,264
311,Product 311,Home Office,Fitness,335
312,Product 312,Sports,Cookware,353
313, Product 313 ,home-office,Skincare,495
314,Product 314,Automotive,Chairs,328
315, Product 315 ,Sports,Car Care,373
316, Product 316 ,Home Office,Desks,115
317,Product 317,Kitchen,Decor,19
318,Product 318,Home Office,Books,211
319,Product 319,Fashion,Snacks,114
320, Product 320 ,Automotive,Skincare,6
321, Product 321 ,Kitchen,Games,148
322,Product 322,Fashion,Cookware,349
323,Product 323,Fashion,Phones,298
324,Product 324,electronics,Snacks,172
325,Product 325,Beauty,Chairs,7
326,Product 326,Grocery,Desks,405
327,Product  327,electronics,Games,374
328,Product 328,Home Office,Skincare,345
329,Product 329,Fashion,Chairs,352
330,Product 330,Sports,Skincare,28
331,Product 331,Home Office,Books,76
332, Product 332 ,Sports,Desks,281
333,Product 333,Fashion,Laptops,219
334, Product 334 ,Books,Fitness,322
335, Product 335 ,electronics,Games,372
336, Product 336 ,Toys,Snacks,215
337, Product 337 ,,Fitness,453
338,Product 338,Fashion,Fitness,441
339,Product 339,Toys,Fitness,334
340,Product 340,Sports,Decor,211
341,Product 341,Fashion,Desks,427
342, Product 342 ,Grocery,Snacks,34
343,Product 343,electronics,Phones,429
344,Product 344,Fashion,Car Care,440
345,Product 345,Automotive,Skincare,457
346,Product 346,Fashion,Storage,58
347,Product 347,Kitchen,Car Care,500
348,Product 348,Automotive,Books,317
349, Product 349 ,Sports,Games,254
350,Product 350,Sports,Games,427
351,Product 351,electronics,Phones,297
352,Product 352,Books,Cookware,477
353,Product 353,Home Office,Games,373
354,Product  354,electronics,Car Care,109
355,Product 355,Fashion,Decor,473
356,Product 356,electronics,Fitness,239
357,Product 357,Sports,Skincare,141
358,Product  358,Toys,Fitness,26
359,Product 359,Home Office,Books,442
360,Product 360,Fashion,Books,138
361,Product 361,Home Office,Decor,93
362,Product 362,Fashion,Cookware,135
363,Product 363,Home Office,Car Care,428
364,Product 364,Sports,Fitness,409
365,Product 365,Kitchen,Chairs,361
366, Product 366 ,Beauty,Shoes,423
367,Product 367,electronics,Car Care,288
368,Product 368,Kitchen,Fitness,449
369,Product  369,Home Office,Shoes,103
370,Product 370,Home Office,Snacks,113
371,Product 371,electronics,Books,426
372, Product 372 ,home-office,Books,229
373,Product 373,Fashion,Decor,124
374, Product 374 ,Kitchen,Chairs,283
375,Product 375,Books,Books,84
376,Product 376,Kitchen,Chairs,333
377,Product 377,Sports,Skincare,288
378,Product 378,Fashion,Phones,230
379,Product 379,Home Office,Laptops,469
380,Product 380,electronics,Games,25
381, Product 381 ,Automotive,Books,184
382,Product 382,electronics,Car Care,373
383,Product 383,electronics,Books,296
384,Product  384,Beauty,Shoes,270
385,Product 385,Toys,Phones,229
386,Product 386,Sports,Fitness,373
387, Product 387 ,electronics,Games,135
388,Product 388,Toys,Car Care,148
389,Product 389,electronics,Decor,471
390,Product 390,Fashion,Cookware,97
391,Product 391,,Fitness,259
392,Product 392,Beauty,Snacks,436
393,Product 393,Fashion,Skincare,117
394,Product 394,Sports,Laptops,202
395,Product 395,Kitchen,Games,462
396, Product 396 ,Fashion,Laptops,320
397,Product 397,Toys,Skincare,492
398,Product 398,Home Office,Books,247
399,Product 399,Books,Shoes,68
400,Product 400,electronics,Chairs,69
401,Product 401,Beauty,Car Care,211
402, Product 402 ,electronics,Cookware,99
403,Product 403,Home Office,Cookware,324
404,Product 404,Automotive,Cookware,469
405, Product 405 ,Home Office,Phones,50
406,Product 406,electronics,Laptops,75
407,Product 407,Fashion,Chairs,138
408,Product 408,Home Office,Laptops,80
409,Product 409,Kitchen,Fitness,161
410,Product 410,electronics,Books,201
411,Product 411,Home Office,Fitness,198
412,Product 412,Toys,Games,174
413,Product 413,electronics,Phones,169
414,Product 414,Fashion,Shoes,65
415,Product 415,eletronics,Books,231
416,Product 416,Automotive,Games,289
417,Product 417,home-office,Books,251
418,Product 418,Fashion,Games,195
419,Product 419,Beauty,Books,27
420,Product 420,Fashion,Cookware,202
421,Product 421,Kitchen,Phones,69
422, Product 422 ,electronics,Shoes,78
423,Product 423,Kitchen,Storage,140
424, Product 424 ,Automotive,Laptops,72
425,Product 425,Fashion,Car Care,356
426,Product 426,Beauty,Car Care,366
427,Product  427,Home Office,Cookware,284
428,Product 428,Toys,Games,184
429,Product 429,Books,Storage,164
430,Product  430,home-office,Car Care,69
431,Product 431,electronics,Decor,75
432,Product 432,home-office,Fitness,83
433,Product 433,Beauty,Storage,356
434, Product 434 ,home-office,Storage,258
435, Product 435 ,electrnics,Fitness,239
436,Product 436,Kitchen,Snacks,129
437, Product 437 ,home-office,Car Care,116
438,Product 438,Grocery,Car Care,449
439,Product 439,Automotive,Books,301
440,Product 440,electronics,Car Care,17
441, Product 441 ,Automotive,Fitness,166
442,Product 442,Beauty,Laptops,328
443,Product 443,electronics,Cookware,61
444,Product 444,Sports,Skincare,134
445, Product 445 ,Fashion,Skincare,288
446,Product 446,Beauty,Decor,470
447,Product 447,electronics,Laptops,459
448,Product 448,Kitchen,Chairs,410
449,Product  449,Books,Games,145
450,Product 450,Automotive,Shoes,379
451,Product 451,Fashion,Skincare,92
452,Product 452,electronics,Laptops,158
453,Product 453,Toys,Phones,385
454,Product 454,Fashion,Laptops,67
455, Product 455 ,Grocery,Shoes,494
456, Product 456 ,Beauty,Fitness,307
457,Product 457,Home Office,Cookware,176
458,Product 458,Toys,Fitness,324
459,Product 459,Beauty,Car Care,292
460,Product 460,Fashion,Chairs,410
461,Product 461,Automotive,Car Care,373
462,Product 462,Books,Skincare,205
463,Product 463,Fashion,Skincare,243
464,Product 464,Beauty,Games,27
465,Product 465,Home Office,Shoes,281
466,Product 466,Fashion,Books,60
467,Product 467,Toys,Chairs,308
468,Product 468,Automotive,Books,42
469,Product 469,Fashion,Shoes,216
470, Product 470 ,Fashion,Cookware,436
471,Product 471,home-office,Storage,483
472,Product 472,Home Office,Books,439
473,Product 473,home-office,Games,336
474,Product 474,Toys,Desks,389
475, Product 475 ,Fashion,Desks,283
476, Product 476 ,Kitchen,Skincare,155
477,Product 477,Fashion,Skincare,222
478,Product 478,Home Office,Decor,295
479,Product 479,electronics,Shoes,354
480, Product 480 ,Sports,Books,125
481,Product 481,Beauty,Skincare,235
482,Product 482,electronics,Car Care,299
483,Product 483,Kitchen,Storage,400
484,Product 484,Toys,Chairs,441
485, Product 485 ,Kitchen,Books,43
486,Product 486,Fashion,Books,452
487,Product 487,Books,Decor,12
488,Product 488,Toys,Games,26
489,Product  489,Kitchen,Books,248
490,Product 490,electronics,Laptops,185
491,Product 491,Beauty,Car Care,101
492,Product 492,Grocery,Car Care,446
493,Product 493,Beauty,Desks,28
494,Product 494,electrnics,Books,451
495,Product 495,Fashion,Books,189
496,Product 496,Toys,Books,176
497, Product 497 ,Books,Desks,146
498,Product 498,Beauty,Games,70
499, Product 499 ,Automotive,Games,467
500,Product 500,electronics,Phones,223
501,Product 501,Books,Car Care,413
502, Product 502 ,Books,Chairs,70
503,Product 503,Fashion,Books,267
504,Product 504,Home Office,Shoes,358
505,Product 505,Kitchen,Cookware,191
506,Product 506,Home Office,Fitness,372
507,Product 507,electronics,Laptops,103
508,Product 508,electronics,Shoes,232
509,Product 509,Kitchen,Storage,300
510,Product 510,Fashion,Shoes,114
511,Product  511,Sports,Phones,186
512, Product 512 ,Toys,Books,283
513,Product 513,Grocery,Cookware,334
514,Product 514,home-office,Phones,391
515, Product 515 ,Books,Car Care,119
516,Product 516,Fashion,Laptops,383
517, Product 517 ,Grocery,Storage,128
518, Product 518 ,electronics,Decor,228
519,Product 519,Home Office,Books,265
520, Product 520 ,Kitchen,Fitness,473
521,Product 521,eletronics,Laptops,137
522,Product  522,electronics,Car Care,123
523,Product 523,Kitchen,Laptops,47
524,Product 524,electronics,Desks,321
525,Product 525,Toys,Car Care,423
526,Product 526,Kitchen,Books,3
527,Product 527,Home Office,Phones,349
528,Product 528,electronics,Desks,61
529,Product 529,Fashion,Decor,183
530, Product 530 ,Kitchen,Desks,275
531,Product 531,Beauty,Shoes,127
532,Product 532,Fashion,Decor,382
533, Product 533 ,electronics,Decor,210
534,Product 534,Grocery,Skincare,373
535,Product 535,Home Office,Games,354
536,Product 536,Grocery,Games,149
537,Product 537,Grocery,Laptops,112
538,Product 538,Kitchen,Snacks,204
539,Product 539,Beauty,Car Care,461
540, Product 540 ,Fashion,Storage,374
541,Product 541,Grocery,Cookware,85
542, Product 542 ,Beauty,Shoes,423
543,Product 543,Fashion,Games,291
544,Product 544,electronics,Chairs,308
545,Product 545,Fashion,Chairs,485
546,Product 546,Sports,Storage,412
547,Product 547,Fashion,Desks,90
548,Product 548,Kitchen,Fitness,72
549,Product 549,Toys,Desks,25
550,Product  550,Home Office,Cookware,255
551, Product 551 ,Home Office,Shoes,28
552, Product 552 ,Toys,Phones,104
553, Product 553 ,Fashion,Cookware,75
554,Product 554,Kitchen,Storage,346
555,Product 555,Toys,Phones,115
556,Product 556,,Car Care,24
557,Product 557,Beauty,Cookware,254
558,Product  558,Beauty,Decor,474
559,Product 559,Fashion,Car Care,468
560,Product 560,Fashion,Books,278
561,Product 561,Fashion,Books,193
562,Product 562,Home Office,Books,337
563,Product 563,Fashion,Car Care,247
564,Product 564,Home Office,Fitness,68
565,Product 565,Automotive,Books,442
566,Product  566,Fashion,Decor,495
567,Product 567,Automotive,Car Care,32
568, Product 568 ,Automotive,Car Care,12
569,Product  569,Kitchen,Cookware,270
570,Product 570,Grocery,Storage,363
571, Product 571 ,Fashion,Decor,101
572,Product 572,home-office,Snacks,377
573,Product  573,Sports,Decor,163
574,Product 574,electronics,Desks,30
575,Product  575,,Skincare,71
576,Product 576,Toys,Skincare,347
577, Product 577 ,Kitchen,Fitness,258
578,Product 578,Home Office,Phones,207
579,Product 579,Home Office,Skincare,119
580, Product 580 ,Beauty,Car Care,54
581, Product 581 ,electronics,Skincare,193
582,Product 582,Fashion,Decor,484
583,Product  583,Fashion,Books,35
584,Product 584,eletronics,Cookware,170
585,Product 585,Home Office,Fitness,341
586,Product  586,electronics,Chairs,23
587,Product  587,electronics,Laptops,403
588,Product 588,Grocery,Decor,20
589, Product 589 ,Fashion,Phones,390
590, Product 590 ,electronics,Cookware,91
591,Product 591,Kitchen,Shoes,92
592,Product 592,Grocery,Skincare,166
593,Product 593,Grocery,Car Care,176
594,Product 594,Toys,Car Care,80
595,Product 595,Grocery,Chairs,440
596,Product 596,Kitchen,Snacks,155
597,Product 597,Kitchen,Fitness,146
598,Product 598,Kitchen,Phones,431
599, Product 599 ,Beauty,Storage,412
600,Product 600,Home Office,Car Care,405
601,Product 601,,Cookware,119
602, Product 602 ,Toys,Decor,349
603,Product 603,Fashion,Fitness,443
604,Product 604,Fashion,Phones,326
605,Product 605,Kitchen,Cookware,250
606,Product 606,Grocery,Books,385
607,Product 607,Fashion,Desks,21
608,Product 608,Sports,Desks,123
609,Product 609,Toys,Cookware,47
610,Product 610,Kitchen,Decor,300
611,Product 611,Toys,Books,94
612,Product 612,Beauty,Desks,373
613,Product 613,Grocery,Storage,422
614,Product 614,Fashion,Cookware,272
615,Product 615,Grocery,Skincare,423
616,Product 616,Fashion,Phones,405
617,Product 617,Home Office,Cookware,249
618,Product 618,home-office,Car Care,380
619,Product 619,electronics,Games,202
620,Product 620,,Laptops,250
621,Product  621,Grocery,Desks,132
622,Product  622,Home Office,Desks,156
623, Product 623 ,Toys,Snacks,361
624,Product 624,electronics,Car Care,195
625,Product 625,Sports,Phones,456
626,Product 626,Sports,Desks,155
627,Product 627,Kitchen,Laptops,88
628,Product 628,Automotive,Laptops,284
629, Product 629 ,Beauty,Phones,382
630,Product  630,,Games,417
631,Product 631,electronics,Storage,330
632,Product 632,Toys,Shoes,15
633,Product 633,Grocery,Fitness,209
634,Product 634,electronics,Decor,427
635,Product 635,Automotive,Storage,333
636, Product 636 ,Grocery,Decor,386
637,Product 637,Fashion,Cookware,138
638,Product 638,electronics,Fitness,292
639,Product 639,Books,Laptops,176
640,Product 640,Fashion,Car Care,160
641,Product 641,Sports,Decor,415
642,Product  642,Grocery,Shoes,40
643,Product 643,Fashion,Chairs,345
644,Product 644,Beauty,Desks,146
645, Product 645 ,Kitchen,Chairs,402
646,Product 646,Toys,Chairs,182
647,Product 647,Toys,Snacks,446
648,Product 648,Automotive,Skincare,175
649,Product 649,electronics,Car Care,357
650,Product 650,Fashion,Decor,235
651,Product 651,Beauty,Skincare,267
652,Product  652,Sports,Laptops,379
653,Product 653,Grocery,Books,110
654,Product 654,Sports,Shoes,155
655, Product 655 ,electronics,Cookware,341
656,Product 656,Toys,Car Care,366
657, Product 657 ,Home Office,Shoes,296
658,Product 658,Fashion,Storage,142
659,Product 659,Automotive,Fitness,145
660,Product 660,electronics,Books,26
661,Product 661,Fashion,Skincare,132
662,Product 662,Kitchen,Decor,111
663,Product 663,electrnics,Laptops,375
664,Product 664,Automotive,Chairs,457
665, Product 665 ,Automotive,Skincare,92
666,Product 666,Fashion,Shoes,231
667,Product  667,Sports,Chairs,147
668, Product 668 ,electronics,Games,61
669, Product 669 ,electronics,Books,177
670,Product 670,Beauty,Desks,475
671,Product 671,home-office,Phones,228
672,Product 672,Automotive,Skincare,264
673,Product 673,electronics,Fitness,87
674,Product 674,Sports,Desks,453
675, Product 675 ,Books,Phones,397
676,Product 676,Automotive,Skincare,457
677,Product 677,Books,Skincare,411
678, Product 678 ,Sports,Skincare,242
679,Product 679,electronics,Books,151
680,Product 680,electronics,Chairs,374
681,Product 681,Toys,Chairs,355
682,Product 682,Beauty,Chairs,457
683,Product  683,Automotive,Decor,119
684, Product 684 ,Beauty,Chairs,289
685,Product 685,Toys,Books,198
686,Product 686,Fashion,Cookware,446
687, Product 687 ,electronics,Phones,220
688,Product  688,Grocery,Laptops,117
689,Product  689,electronics,Books,357
690,Product 690,electronics,Decor,387
691,Product 691,Grocery,Phones,186
692,Product 692,electronics,Desks,331
693, Product 693 ,electronics,Car Care,432
694,Product 694,Fashion,Cookware,251
695,Product 695,electronics,Chairs,159
696,Product  696,electronics,Skincare,35
697,Product 697,Sports,Shoes,495
698,Product 698,Home Office,Fitness,446
699,Product  699,Sports,Shoes,219
700,Product 700,Automotive,Laptops,40
701, Product 701 ,Kitchen,Cookware,109
702,Product 702,Home Office,Desks,276
703,Product 703,electronics,Skincare,288
704,Product 704,Grocery,Storage,465
705,Product 705,Fashion,Shoes,103
706, Product 706 ,Sports,Snacks,228
707,Product 707,Sports,Shoes,5
708,Product 708,Kitchen,Books,189
709,Product 709,Fashion,Cookware,273
710,Product 710,Kitchen,Chairs,223
711,Product 711,Fashion,Chairs,298
712,Product 712,Fashion,Storage,93
713,Product 713,Fashion,Chairs,197
714,Product 714,Home Office,Skincare,194
715,Product 715,Fashion,Cookware,41
716,Product 716,,Games,12
717, Product 717 ,Home Office,Storage,469
718,Product 718,Fashion,Car Care,344
719,Product 719,Automotive,Snacks,339
720, Product 720 ,Kitchen,Chairs,178
721,Product 721,Automotive,Snacks,88
722,Product 722,electronics,Skincare,441
723,Product 723,Home Office,Snacks,108
724,Product  724,Kitchen,Chairs,491
725, Product 725 ,electronics,Snacks,96
726,Product 726,,Chairs,173
727,Product 727,home-office,Desks,13
728,Product 728,eletronics,Games,461
729,Product 729,electronics,Decor,159
730,Product 730,Sports,Books,366
731,Product 731,electrnics,Shoes,436
732,Product 732,Automotive,Car Care,446
733,Product 733,Beauty,Car Care,86
734,Product 734,Beauty,Decor,34
735,Product 735,Toys,Books,427
736,Product 736,Fashion,Cookware,203
737, Product 737 ,home-office,Storage,496
738,Product 738,electronics,Laptops,177
739,Product 739,eletronics,Storage,203
740,Product 740,Home Office,Desks,455
741,Product 741,Books,Shoes,343
742,Product 742,electronics,Desks,205
743, Product 743 ,eletronics,Decor,283
744,Product 744,Home Office,Phones,159
745,Product 745,Fashion,Cookware,163
746,Product 746,Toys,Fitness,486
747,Product  747,Automotive,Skincare,194
748, Product 748 ,Beauty,Snacks,177
749,Product 749,Fashion,Chairs,477
750,Product  750,Sports,Snacks,418
751,Product  751,Fashion,Games,223
752,Product  752,Kitchen,Phones,445
753,Product 753,Kitchen,Books,183
754,Product 754,Sports,Chairs,319
755,Product 755,Sports,Snacks,494
756,Product 756,Fashion,Laptops,115
757,Product 757,Beauty,Shoes,372
758,Product  758,Kitchen,Skincare,345
759,Product 759,Kitchen,Cookware,390
760,Product  760,Toys,Laptops,56
