product_id,product_name,category,subcategory,vendor_id
107,Sony Action Camera Camera,Electronics,Cameras,471
108,Apple Realme 11 64GB,Electronics,Phones,183
109,Boat TWS Earbuds,Electronics,Audio,67
110,Nokia A14 128GB,Electronics,Phones,301
111,"Acer ZenBook 17"" M3 16GB",Electronics,Laptops,40
112,"Acer Victus 13"" i7 32GB",Electronics,Laptops,333
113,Sennheiser Portable Speaker,Electronics,Audio,477
114,Vivo A14 256GB,Electronics,Phones,19
115,"Dell ZenBook 17"" M2 16GB",Electronics,Laptops,31
116,Google iPhone 15 512GB,Electronics,Phones,381
117,Oppo Redmi 12 256GB,Electronics,Phones,22
118,"Acer ThinkPad 13"" M2 32GB",Electronics,Laptops,432
119,Samsung Nord CE3 64GB,Electronics,Phones,390
120,Oppo Realme 11 512GB,Electronics,Phones,389
121,Oppo iPhone 15 512GB,Electronics,Phones,341
122,"MSI Yoga 14"" Ryzen 7 32GB",Electronics,Laptops,42
123,Nokia Nord 3 256GB,Electronics,Phones,196
124,Sony Portable Speaker,Electronics,Audio,9
125,Apple iPhone 14 512GB,Electronics,Phones,1
126,Motorola iPhone 14 64GB,Electronics,Phones,25
127,"Lenovo Prestige 15"" i7 8GB",Electronics,Laptops,380
128,Nokia Pixel 8 256GB,Electronics,Phones,362
129,"Sony 75"" 4K Smart TV",Electronics,Television,471
130,Vivo S23 256GB,Electronics,Phones,426
131,JBL Portable Speaker,Electronics,Audio,422
132,Oppo iPhone 14 64GB,Electronics,Phones,22
133,Sony Portable Speaker,Electronics,Audio,471
134,Samsung Note 13 64GB,Electronics,Phones,3
135,OnePlus iPhone 13 64GB,Electronics,Phones,412
136,"Asus XPS 13"" M2 8GB",Electronics,Laptops,37
137,Bose Soundbar,Electronics,Audio,409
138,Skullcandy Portable Speaker,Electronics,Audio,433
139,Apple Pixel 7a 256GB,Electronics,Phones,434
140,Apple Nord 3 128GB,Electronics,Phones,434
141,"Lenovo TUF 17"" M2 8GB",Electronics,Laptops,35
142,Skullcandy TWS Earbuds,Electronics,Audio,433
143,Apple Note 13 256GB,Electronics,Phones,434
144,"Apple ROG 15"" i7 8GB",Electronics,Laptops,1
145,"Sony 75"" 4K Smart TV",Electronics,Television,471
146,Apple Pixel 7a 256GB,Electronics,Phones,2
147,Sony Portable Speaker,Electronics,Audio,421
148,Canon Action Camera Camera,Electronics,Cameras,210
149,"HP Yoga 15"" Ryzen 7 16GB",Electronics,Laptops,455
150,Realme Nord CE3 512GB,Electronics,Phones,24
151,Samsung Nord 3 64GB,Electronics,Phones,4
152,Sennheiser Soundbar,Electronics,Audio,477
153,Sennheiser Bluetooth Headphones,Electronics,Audio,215
154,"Asus Pavilion 17"" M2 16GB",Electronics,Laptops,201
155,Sony Soundbar,Electronics,Audio,421
156,"MSI Vostro 15"" i5 8GB",Electronics,Laptops,41
157,Sony Action Camera Camera,Electronics,Cameras,421
158,"LG 75"" 4K Smart TV",Electronics,Television,11
159,GoPro DSLR Camera,Electronics,Cameras,59
160,Boat TWS Earbuds,Electronics,Audio,423
161,Bose Portable Speaker,Electronics,Audio,62
162,Sony Portable Speaker,Electronics,Audio,421
163,"Lenovo Envy 14"" i5 32GB",Electronics,Laptops,35
164,Oppo Nord 3 256GB,Electronics,Phones,21
165,Nokia Note 13 256GB,Electronics,Phones,473
166,Philips Soundbar,Electronics,Audio,189
167,"HP Envy 13"" Ryzen 7 8GB",Electronics,Laptops,478
168,Sony Portable Speaker,Electronics,Audio,9
169,"HP XPS 14"" i7 8GB",Electronics,Laptops,455
170,"Panasonic 75"" 4K Smart TV",Electronics,Television,287
171,"Sony 75"" 4K Smart TV",Electronics,Television,10
172,Google Redmi 12 256GB,Electronics,Phones,197
173,OnePlus Moto G54 256GB,Electronics,Phones,7
174,"Apple Swift 13"" M2 32GB",Electronics,Laptops,183
175,Oppo iPhone 15 64GB,Electronics,Phones,193
176,Google Moto G54 256GB,Electronics,Phones,197
177,Realme Redmi 12 64GB,Electronics,Phones,194
178,Google A14 512GB,Electronics,Phones,368
179,"Dell ThinkPad 13"" Ryzen 7 32GB",Electronics,Laptops,32
180,"Asus Inspiron 14"" M2 8GB",Electronics,Laptops,38
181,OnePlus Realme 11 64GB,Electronics,Phones,7
182,GoPro Mirrorless Camera,Electronics,Cameras,60
183,Motorola iPhone 14 512GB,Electronics,Phones,361
184,Xiaomi Note 12 64GB,Electronics,Phones,6
185,Canon DSLR Camera,Electronics,Cameras,56
186,"Asus Swift 14"" M2 32GB",Electronics,Laptops,38
187,Motorola Note 12 64GB,Electronics,Phones,195
188,"Dell Victus 15"" Ryzen 7 8GB",Electronics,Laptops,32
189,"Dell Nitro 16"" i5 16GB",Electronics,Laptops,32
190,"Apple ROG 17"" M2 16GB",Electronics,Laptops,434
191,"Sony 55"" 4K Smart TV",Electronics,Television,9
192,Vivo S23 128GB,Electronics,Phones,499
193,Vivo iPhone 13 128GB,Electronics,Phones,19
194,Realme Note 13 512GB,Electronics,Phones,24
195,Vivo Nord CE3 128GB,Electronics,Phones,20
196,Vivo iPhone 13 64GB,Electronics,Phones,20
197,OnePlus iPhone 14 256GB,Electronics,Phones,8
198,Apple iPhone 13 128GB,Electronics,Phones,434
199,"Dell Swift 14"" i5 16GB",Electronics,Laptops,31
200,Apple Pixel 8 128GB,Electronics,Phones,2
201,Apple Pixel 8 256GB,Electronics,Phones,434
202,Vivo Note 13 256GB,Electronics,Phones,20
203,"MSI Inspiron 15"" M2 32GB",Electronics,Laptops,339
204,"Acer ROG 15"" Ryzen 5 8GB",Electronics,Laptops,333
205,Bose Soundbar,Electronics,Audio,448
206,Nokia A14 128GB,Electronics,Phones,27
207,Google Moto G54 64GB,Electronics,Phones,381
208,Sony TWS Earbuds,Electronics,Audio,9
209,"LG 50"" 4K Smart TV",Electronics,Television,188
210,Apple Moto G54 64GB,Electronics,Phones,1
211,"Acer XPS 14"" i5 32GB",Electronics,Laptops,40
212,Oppo iPhone 15 512GB,Electronics,Phones,21
213,Samsung Redmi 12 128GB,Electronics,Phones,184
214,"Sony 43"" 4K Smart TV",Electronics,Television,9
215,Bose TWS Earbuds,Electronics,Audio,448
216,Boat TWS Earbuds,Electronics,Audio,67
217,Sony DSLR Camera,Electronics,Cameras,471
218,"Apple Nitro 13"" Ryzen 5 32GB",Electronics,Laptops,183
219,"Acer Prestige 17"" M3 32GB",Electronics,Laptops,425
220,Oppo iPhone 15 256GB,Electronics,Phones,389
221,Xiaomi Realme 11 64GB,Electronics,Phones,5
222,"Acer XPS 15"" Ryzen 5 32GB",Electronics,Laptops,486
223,"Samsung 75"" 4K Smart TV",Electronics,Television,3
224,"Apple Inspiron 14"" i5 16GB",Electronics,Laptops,1
225,Motorola Redmi 12 128GB,Electronics,Phones,26
226,"Samsung 50"" 4K Smart TV",Electronics,Television,500
227,Nokia Moto G54 256GB,Electronics,Phones,28
228,"HP Nitro 14"" Ryzen 5 8GB",Electronics,Laptops,199
229,Skullcandy Portable Speaker,Electronics,Audio,286
230,Google Moto G54 256GB,Electronics,Phones,197
231,JBL Bluetooth Headphones,Electronics,Audio,63
232,Samsung Pixel 7a 256GB,Electronics,Phones,184
233,"Asus Vostro 13"" Ryzen 7 8GB",Electronics,Laptops,201
234,Sony Mirrorless Camera,Electronics,Cameras,10
235,Philips TWS Earbuds,Electronics,Audio,13
236,"Panasonic 50"" 4K Smart TV",Electronics,Television,16
237,"Lenovo Inspiron 13"" Ryzen 7 32GB",Electronics,Laptops,380
238,Realme A14 512GB,Electronics,Phones,23
239,Bose Portable Speaker,Electronics,Audio,448
240,Philips TWS Earbuds,Electronics,Audio,123
241,"Dell Vostro 14"" M2 16GB",Electronics,Laptops,476
242,Apple S23 128GB,Electronics,Phones,183
243,OnePlus Pixel 8 64GB,Electronics,Phones,412
244,JBL Bluetooth Headphones,Electronics,Audio,360
245,Sennheiser Soundbar,Electronics,Audio,65
246,Sony Mirrorless Camera,Electronics,Cameras,9
247,Google Note 13 64GB,Electronics,Phones,428
248,Oppo Moto G54 128GB,Electronics,Phones,410
249,Beats Soundbar,Electronics,Audio,70
250,"MSI TUF 14"" i7 32GB",Electronics,Laptops,42
251,"Lenovo Pavilion 14"" i7 32GB",Electronics,Laptops,200
252,"Acer Pavilion 13"" i7 32GB",Electronics,Laptops,202
253,Nokia Pixel 8 256GB,Electronics,Phones,362
254,"Lenovo Prestige 14"" M3 16GB",Electronics,Laptops,35
255,"MSI ThinkPad 17"" M3 16GB",Electronics,Laptops,42
256,Vivo iPhone 13 64GB,Electronics,Phones,19
257,Philips Portable Speaker,Electronics,Audio,296
258,"HP Inspiron 17"" M3 16GB",Electronics,Laptops,199
259,"HP Pavilion 15"" Ryzen 7 16GB",Electronics,Laptops,455
260,Beats Portable Speaker,Electronics,Audio,70
261,Nokia iPhone 15 512GB,Electronics,Phones,27
262,"Lenovo ThinkPad 15"" i7 32GB",Electronics,Laptops,380
263,Sennheiser Portable Speaker,Electronics,Audio,215
264,Skullcandy TWS Earbuds,Electronics,Audio,286
265,Apple S23 512GB,Electronics,Phones,183
266,Oppo iPhone 15 256GB,Electronics,Phones,410
267,JBL Portable Speaker,Electronics,Audio,491
268,Vivo S24 128GB,Electronics,Phones,499
269,"LG 55"" 4K Smart TV",Electronics,Television,11
270,"TCL 55"" 4K Smart TV",Electronics,Television,18
271,"Lenovo Victus 17"" i7 8GB",Electronics,Laptops,36
272,Sony Soundbar,Electronics,Audio,187
273,Vivo Redmi 12 512GB,Electronics,Phones,192
274,"Acer Pavilion 15"" Ryzen 5 8GB",Electronics,Laptops,202
275,Xiaomi iPhone 13 128GB,Electronics,Phones,6
276,Xiaomi iPhone 14 64GB,Electronics,Phones,185
277,Bose Portable Speaker,Electronics,Audio,448
278,Boat Portable Speaker,Electronics,Audio,371
279,"TCL 75"" 4K Smart TV",Electronics,Television,369
280,Vivo S24 256GB,Electronics,Phones,499
281,Boat Soundbar,Electronics,Audio,371
282,Sennheiser Portable Speaker,Electronics,Audio,215
283,Samsung Note 13 128GB,Electronics,Phones,3
284,Nokia S24 512GB,Electronics,Phones,362
285,Skullcandy TWS Earbuds,Electronics,Audio,218
286,"Dell IdeaPad 16"" Ryzen 5 16GB",Electronics,Laptops,198
287,Nokia S23 128GB,Electronics,Phones,362
288,Motorola S23 512GB,Electronics,Phones,25
289,JBL TWS Earbuds,Electronics,Audio,422
290,"Sony 65"" 4K Smart TV",Electronics,Television,9
291,"TCL 65"" 4K Smart TV",Electronics,Television,369
292,"HP Yoga 17"" i7 32GB",Electronics,Laptops,455
293,Oppo Pixel 8 512GB,Electronics,Phones,21
294,"Acer Vostro 15"" Ryzen 7 32GB",Electronics,Laptops,432
295,JBL Portable Speaker,Electronics,Audio,63
296,Oppo iPhone 14 512GB,Electronics,Phones,336
297,Xiaomi S24 128GB,Electronics,Phones,6
298,"Samsung 50"" 4K Smart TV",Electronics,Television,3
299,Boat Soundbar,Electronics,Audio,68
300,"Acer Yoga 14"" i5 16GB",Electronics,Laptops,432
301,"HP Prestige 17"" Ryzen 5 32GB",Electronics,Laptops,34
302,Xiaomi iPhone 13 256GB,Electronics,Phones,6
303,Beats Portable Speaker,Electronics,Audio,311
304,"Panasonic 55"" 4K Smart TV",Electronics,Television,15
305,Bose TWS Earbuds,Electronics,Audio,481
306,Realme A14 128GB,Electronics,Phones,482
307,"TCL 65"" 4K Smart TV",Electronics,Television,191
308,"MSI Yoga 14"" i7 32GB",Electronics,Laptops,203
309,"Dell XPS 13"" Ryzen 7 32GB",Electronics,Laptops,31
310,Google iPhone 14 512GB,Electronics,Phones,368
311,"LG 75"" 4K Smart TV",Electronics,Television,188
312,Vivo Note 13 64GB,Electronics,Phones,20
313,Xiaomi A14 512GB,Electronics,Phones,185
314,Nikon Action Camera Camera,Electronics,Cameras,402
315,"Apple Prestige 17"" M3 32GB",Electronics,Laptops,2
316,"MSI Victus 15"" Ryzen 7 8GB",Electronics,Laptops,41
317,Canon DSLR Camera,Electronics,Cameras,210
318,"MSI Vostro 15"" M3 8GB",Electronics,Laptops,339
319,"Lenovo Swift 14"" i5 8GB",Electronics,Laptops,380
320,"HP XPS 15"" i7 16GB",Electronics,Laptops,455
321,Apple S24 64GB,Electronics,Phones,2
322,"Asus IdeaPad 15"" M3 16GB",Electronics,Laptops,201
323,"MSI TUF 15"" Ryzen 7 32GB",Electronics,Laptops,42
324,"Dell Prestige 16"" Ryzen 7 32GB",Electronics,Laptops,198
325,OnePlus iPhone 13 64GB,Electronics,Phones,7
326,"Asus Pavilion 16"" i7 8GB",Electronics,Laptops,201
327,Realme Moto G54 64GB,Electronics,Phones,482
328,Nokia Redmi 12 64GB,Electronics,Phones,196
329,Xiaomi Realme 11 256GB,Electronics,Phones,185
330,"Apple TUF 17"" i5 32GB",Electronics,Laptops,1
331,"Acer Swift 16"" M3 16GB",Electronics,Laptops,40
332,Beats TWS Earbuds,Electronics,Audio,70
333,Nikon Action Camera Camera,Electronics,Cameras,211
334,Vivo Pixel 7a 128GB,Electronics,Phones,499
335,"Asus Prestige 17"" i7 8GB",Electronics,Laptops,201
336,Xiaomi S23 512GB,Electronics,Phones,185
337,Apple S23 64GB,Electronics,Phones,2
338,Vivo Realme 11 64GB,Electronics,Phones,20
339,Vivo Moto G54 64GB,Electronics,Phones,20
340,Sennheiser Bluetooth Headphones,Electronics,Audio,215
341,"Acer Envy 13"" Ryzen 7 8GB",Electronics,Laptops,202
342,Sony Bluetooth Headphones,Electronics,Audio,421
343,Oppo iPhone 13 512GB,Electronics,Phones,336
344,Realme Moto G54 512GB,Electronics,Phones,424
345,Motorola Realme 11 512GB,Electronics,Phones,195
346,Motorola Realme 11 128GB,Electronics,Phones,361
347,Boat Portable Speaker,Electronics,Audio,423
348,Vivo iPhone 14 256GB,Electronics,Phones,192
349,"Acer Envy 15"" M2 16GB",Electronics,Laptops,202
350,Beats Soundbar,Electronics,Audio,217
351,Canon Action Camera Camera,Electronics,Cameras,313
352,"Lenovo Pavilion 15"" i7 8GB",Electronics,Laptops,36
353,Apple iPhone 13 256GB,Electronics,Phones,183
354,GoPro DSLR Camera,Electronics,Cameras,212
355,"MSI Envy 16"" M3 16GB",Electronics,Laptops,41
356,"Apple Swift 17"" i5 16GB",Electronics,Laptops,183
357,Google Redmi 12 64GB,Electronics,Phones,197
358,OnePlus iPhone 13 128GB,Electronics,Phones,412
359,"Dell Nitro 15"" i7 16GB",Electronics,Laptops,274
360,"TCL 75"" 4K Smart TV",Electronics,Television,310
361,"HP Swift 14"" M3 16GB",Electronics,Laptops,33
362,Samsung Pixel 7a 128GB,Electronics,Phones,351
363,"Sony 55"" 4K Smart TV",Electronics,Television,9
364,OnePlus iPhone 13 64GB,Electronics,Phones,8
365,Realme iPhone 14 64GB,Electronics,Phones,194
366,"Sony 55"" 4K Smart TV",Electronics,Television,471
367,Apple Moto G54 512GB,Electronics,Phones,1
368,"HP IdeaPad 17"" i5 8GB",Electronics,Laptops,34
369,Sennheiser Portable Speaker,Electronics,Audio,477
370,GoPro Mirrorless Camera,Electronics,Cameras,60
371,Vivo Moto G54 64GB,Electronics,Phones,499
372,Realme Redmi 12 256GB,Electronics,Phones,424
373,"MSI Envy 14"" M3 8GB",Electronics,Laptops,42
374,Nokia S23 512GB,Electronics,Phones,473
375,Vivo Redmi 12 64GB,Electronics,Phones,499
376,"HP ROG 13"" i7 8GB",Electronics,Laptops,455
377,GoPro Mirrorless Camera,Electronics,Cameras,416
378,JBL TWS Earbuds,Electronics,Audio,469
379,Oppo Note 12 256GB,Electronics,Phones,410
380,"HP Swift 16"" Ryzen 7 16GB",Electronics,Laptops,478
381,"LG 43"" 4K Smart TV",Electronics,Television,12
382,JBL Soundbar,Electronics,Audio,491
383,Motorola Realme 11 64GB,Electronics,Phones,25
384,Skullcandy Soundbar,Electronics,Audio,433
385,"Panasonic 65"" 4K Smart TV",Electronics,Television,16
386,Vivo Note 13 64GB,Electronics,Phones,19
387,Google S24 512GB,Electronics,Phones,368
388,Beats Portable Speaker,Electronics,Audio,70
389,Skullcandy Bluetooth Headphones,Electronics,Audio,218
390,Vivo Moto G54 256GB,Electronics,Phones,20
391,Realme Realme 11 512GB,Electronics,Phones,424
392,"LG 65"" 4K Smart TV",Electronics,Television,188
393,Motorola Redmi 12 512GB,Electronics,Phones,195
394,"HP ZenBook 13"" M2 16GB",Electronics,Laptops,34
395,Bose Soundbar,Electronics,Audio,61
396,"Acer ThinkPad 15"" i5 16GB",Electronics,Laptops,425
397,Philips Portable Speaker,Electronics,Audio,124
398,"MSI Swift 17"" M3 8GB",Electronics,Laptops,42
399,Sony DSLR Camera,Electronics,Cameras,421
400,Beats TWS Earbuds,Electronics,Audio,70
401,"Dell Yoga 14"" M3 32GB",Electronics,Laptops,31
402,"Acer Nitro 14"" M3 16GB",Electronics,Laptops,202
403,"Dell XPS 14"" Ryzen 7 16GB",Electronics,Laptops,32
404,Nokia A14 256GB,Electronics,Phones,196
405,"Lenovo Yoga 14"" Ryzen 7 16GB",Electronics,Laptops,338
406,Google iPhone 15 128GB,Electronics,Phones,428
407,Skullcandy TWS Earbuds,Electronics,Audio,72
408,Bose Bluetooth Headphones,Electronics,Audio,409
409,Samsung Note 12 128GB,Electronics,Phones,500
410,GoPro DSLR Camera,Electronics,Cameras,212
411,Skullcandy Soundbar,Electronics,Audio,71
412,GoPro Mirrorless Camera,Electronics,Cameras,212
413,"Samsung 65"" 4K Smart TV",Electronics,Television,184
414,"MSI Inspiron 13"" Ryzen 5 16GB",Electronics,Laptops,203
415,"Samsung 43"" 4K Smart TV",Electronics,Television,4
416,Xiaomi Pixel 8 256GB,Electronics,Phones,6
417,"Acer Envy 13"" i5 16GB",Electronics,Laptops,425
418,"Apple ZenBook 13"" i5 32GB",Electronics,Laptops,434
419,"Asus Nitro 13"" M3 32GB",Electronics,Laptops,201
420,"Samsung 65"" 4K Smart TV",Electronics,Television,500
421,"Apple XPS 16"" i5 8GB",Electronics,Laptops,1
422,Realme Realme 11 128GB,Electronics,Phones,23
423,Bose TWS Earbuds,Electronics,Audio,453
424,Xiaomi Pixel 7a 512GB,Electronics,Phones,185
425,"MSI Envy 14"" M3 16GB",Electronics,Laptops,42
426,"Samsung 43"" 4K Smart TV",Electronics,Television,3
427,Nokia Nord 3 128GB,Electronics,Phones,27
428,Realme iPhone 14 128GB,Electronics,Phones,24
429,"Panasonic 43"" 4K Smart TV",Electronics,Television,287
430,"Samsung 43"" 4K Smart TV",Electronics,Television,184
431,Beats Bluetooth Headphones,Electronics,Audio,70
432,"Panasonic 43"" 4K Smart TV",Electronics,Television,15
433,Skullcandy Portable Speaker,Electronics,Audio,71
434,"Acer ThinkPad 13"" M2 16GB",Electronics,Laptops,39
435,Sony TWS Earbuds,Electronics,Audio,10
436,"Asus Yoga 15"" M3 8GB",Electronics,Laptops,350
437,Philips TWS Earbuds,Electronics,Audio,14
438,"Acer TUF 14"" i5 32GB",Electronics,Laptops,432
439,Realme Redmi 12 128GB,Electronics,Phones,23
440,Sony Mirrorless Camera,Electronics,Cameras,187
441,Apple Moto G54 256GB,Electronics,Phones,1
442,Motorola iPhone 14 512GB,Electronics,Phones,195
443,Apple iPhone 15 256GB,Electronics,Phones,434
444,Google A14 128GB,Electronics,Phones,197
445,Skullcandy Portable Speaker,Electronics,Audio,218
446,"Sony 75"" 4K Smart TV",Electronics,Television,421
447,Nokia Note 13 256GB,Electronics,Phones,301
448,Sennheiser Bluetooth Headphones,Electronics,Audio,66
449,"Acer Envy 16"" Ryzen 7 8GB",Electronics,Laptops,438
450,Sony Portable Speaker,Electronics,Audio,10
451,Motorola iPhone 15 512GB,Electronics,Phones,26
452,Sennheiser Soundbar,Electronics,Audio,329
453,Motorola iPhone 13 256GB,Electronics,Phones,279
454,Google Nord 3 512GB,Electronics,Phones,29
455,"MSI Swift 17"" M2 32GB",Electronics,Laptops,42
456,Apple S23 128GB,Electronics,Phones,2
457,"Sony 43"" 4K Smart TV",Electronics,Television,9
458,"Sony 43"" 4K Smart TV",Electronics,Television,471
459,OnePlus iPhone 13 512GB,Electronics,Phones,7
460,"Samsung 50"" 4K Smart TV",Electronics,Television,4
461,Vivo Nord CE3 512GB,Electronics,Phones,20
462,Vivo Redmi 12 64GB,Electronics,Phones,426
463,Nokia iPhone 14 64GB,Electronics,Phones,196
464,Apple Redmi 12 512GB,Electronics,Phones,183
465,"Acer Swift 14"" Ryzen 5 8GB",Electronics,Laptops,333
466,Sony Portable Speaker,Electronics,Audio,9
467,"Dell ThinkPad 17"" Ryzen 7 8GB",Electronics,Laptops,31
468,"Asus TUF 17"" i7 8GB",Electronics,Laptops,37
469,"Lenovo IdeaPad 15"" i7 32GB",Electronics,Laptops,35
470,Realme Pixel 7a 512GB,Electronics,Phones,482
471,Philips Portable Speaker,Electronics,Audio,397
472,Sennheiser TWS Earbuds,Electronics,Audio,477
473,"Lenovo Victus 16"" M2 16GB",Electronics,Laptops,338
474,"Samsung 50"" 4K Smart TV",Electronics,Television,4
475,OnePlus iPhone 13 512GB,Electronics,Phones,412
476,"Samsung 50"" 4K Smart TV",Electronics,Television,184
477,Samsung iPhone 14 128GB,Electronics,Phones,500
478,Oppo iPhone 13 64GB,Electronics,Phones,314
479,"Apple Envy 14"" Ryzen 7 16GB",Electronics,Laptops,434
480,Philips Soundbar,Electronics,Audio,303
481,Oppo Realme 11 128GB,Electronics,Phones,336
482,Xiaomi Note 13 512GB,Electronics,Phones,6
483,Realme Realme 11 256GB,Electronics,Phones,23
484,Sony Action Camera Camera,Electronics,Cameras,187
485,Oppo iPhone 15 64GB,Electronics,Phones,314
486,Nokia Nord 3 64GB,Electronics,Phones,301
